      material  location  period     label       f_0     res_1       f_1  \
1267  0.100727 -0.074120  0.093000 -0.066393  0.093182 -0.066575  0.090506  
1268  0.100727 -0.072882  0.093000 -0.065155  0.093182 -0.065337  0.090506  
1269  0.100727 -0.078727  0.093000 -0.071001  0.093182 -0.071183  0.090506  
1270  0.100727 -0.078448  0.093000 -0.070722  0.093182 -0.070904  0.090506  
1271  0.100727 -0.078416  0.093000 -0.070690  0.093182 -0.070871  0.090506  
1272  0.226382  0.242097  0.239646  0.228834  0.239828  0.228652  0.260357  
1273  0.226382  0.214518  0.239646  0.201254  0.239828  0.201072  0.260357  
1274  0.226382  0.192194  0.239646  0.178930  0.239828  0.178749  0.260357  
1275  0.226382  0.240970  0.239646  0.227707  0.239828  0.227525  0.260357  
1276  0.226382  0.221100  0.239646  0.207837  0.239828  0.207655  0.260357  
1277  0.226382  0.205683  0.239646  0.192420  0.239828  0.192238  0.260357  
1278  0.195384  0.066579  0.208648  0.053316  0.208829  0.053134  0.214198  
1279  0.195384 -0.016150  0.208648 -0.029413  0.208829 -0.029595  0.214198  
1280  0.195384 -0.002208  0.208648 -0.015472  0.208829 -0.015654  0.214198  
1281  0.195384 -0.046938  0.208648 -0.060202  0.208829 -0.060384  0.214198  
1282  0.154408  0.014229  0.156923  0.011714  0.157105  0.011532  0.154430  
1283  0.154408  0.020715  0.156923  0.018200  0.157105  0.018018  0.154430  
1284  0.154408 -0.033621  0.156923 -0.036136  0.157105 -0.036318  0.154430  
1285  0.154408 -0.027017  0.156923 -0.029532  0.157105 -0.029714  0.154430  
1286  0.154408 -0.025198  0.156923 -0.027713  0.157105 -0.027895  0.154430  
1287  0.084595 -0.080295  0.076954 -0.072654  0.070193 -0.065893  0.064008  
1288  0.083253 -0.079753  0.075612 -0.072112  0.068510 -0.065010  0.062326  
1289  0.083253 -0.079953  0.075303 -0.072003  0.068202 -0.064902  0.061757  
1290  0.083253 -0.080453  0.075303 -0.072503  0.068202 -0.065402  0.061757  
1291  0.085367 -0.069367  0.077725 -0.061725  0.070965 -0.054965  0.064780  
1292  0.084025 -0.073025  0.076384 -0.065384  0.069282 -0.058282  0.063098  
1293  0.084025 -0.077425  0.076075 -0.069475  0.068974 -0.062374  0.062529  
1294  0.084025 -0.079325  0.076075 -0.071375  0.068974 -0.064274  0.062529  
1295  0.085367 -0.061367  0.077725 -0.053725  0.070965 -0.046965  0.064780  
1296  0.084025 -0.078525  0.076384 -0.070884  0.069282 -0.063782  0.063098  
1297  0.084025 -0.073025  0.076075 -0.065075  0.068974 -0.057974  0.062529  
1298  0.084025 -0.074925  0.076075 -0.066975  0.068974 -0.059874  0.062529  
1299  0.084192 -0.077492  0.076747 -0.070047  0.070155 -0.063455  0.063789  
1300  0.083382 -0.078982  0.075936 -0.071536  0.068742 -0.064342  0.062376  
1301  0.083382 -0.080182  0.075442 -0.072242  0.068248 -0.065048  0.061814  
1302  0.083382 -0.079782  0.075442 -0.071842  0.068248 -0.064648  0.061814  
1303  0.084460 -0.073460  0.077015 -0.066015  0.070424 -0.059424  0.064057  
1304  0.083650 -0.077450  0.076205 -0.070005  0.069010 -0.062810  0.062644  
1305  0.083650 -0.079850  0.075710 -0.071910  0.068516 -0.064716  0.062082  
1306  0.083650 -0.080550  0.075710 -0.072610  0.068516 -0.065416  0.062082  
1307  0.091085 -0.063085  0.084238 -0.056238  0.078314 -0.050314  0.072783  
1308  0.089075 -0.067075  0.082228 -0.060228  0.075530 -0.053530  0.069999  
1309  0.086154 -0.073154  0.078601 -0.065601  0.071903 -0.058903  0.065776  
1310  0.086154 -0.070154  0.078601 -0.062601  0.071903 -0.055903  0.065776  
1311  0.086154 -0.078854  0.078601 -0.071301  0.071903 -0.064603  0.065776  
1312  0.084595 -0.080895  0.076954 -0.073254  0.070193 -0.066493  0.064008  
1313  0.083253 -0.079853  0.075612 -0.072212  0.068510 -0.065110  0.062326  
1314  0.083253 -0.079953  0.075303 -0.072003  0.068202 -0.064902  0.061757  
1315  0.083253 -0.080353  0.075303 -0.072403  0.068202 -0.065302  0.061757  
1316  0.085367 -0.067367  0.077725 -0.059725  0.070965 -0.052965  0.064780  
1317  0.084025 -0.072025  0.076384 -0.064384  0.069282 -0.057282  0.063098  
1318  0.084025 -0.076425  0.076075 -0.068475  0.068974 -0.061374  0.062529  
1319  0.084025 -0.076925  0.076075 -0.068975  0.068974 -0.061874  0.062529  
1320  0.084192 -0.077492  0.076747 -0.070047  0.070155 -0.063455  0.063789  
1321  0.083382 -0.077182  0.075936 -0.069736  0.068742 -0.062542  0.062376  
1322  0.083382 -0.080082  0.075442 -0.072142  0.068248 -0.064948  0.061814  
1323  0.083382 -0.080182  0.075442 -0.072242  0.068248 -0.065048  0.061814  
1324  0.084460 -0.071460  0.077015 -0.064015  0.070424 -0.057424  0.064057  
1325  0.083650 -0.076650  0.076205 -0.069205  0.069010 -0.062010  0.062644  
1326  0.083650 -0.079650  0.075710 -0.071710  0.068516 -0.064516  0.062082  
1327  0.083650 -0.081150  0.075710 -0.073210  0.068516 -0.066016  0.062082  
1328  0.091085 -0.070085  0.084238 -0.063238  0.078314 -0.057314  0.072783  
1329  0.089075 -0.072075  0.082228 -0.065228  0.075530 -0.058530  0.069999  
1330  0.086154 -0.073154  0.078601 -0.065601  0.071903 -0.058903  0.065776  
1331  0.086154 -0.072154  0.078601 -0.064601  0.071903 -0.057903  0.065776  
1332  0.086154 -0.078554  0.078601 -0.071001  0.071903 -0.064303  0.065776  
1333  0.084192 -0.080292  0.076747 -0.072847  0.070155 -0.066255  0.063789  
1334  0.083382 -0.079982  0.075936 -0.072536  0.068742 -0.065342  0.062376  
1335  0.083382 -0.080382  0.075442 -0.072442  0.068248 -0.065248  0.061814  
1336  0.083382 -0.080382  0.075442 -0.072442  0.068248 -0.065248  0.061814  
1337  0.084460 -0.068460  0.077015 -0.061015  0.070424 -0.054424  0.064057  
1338  0.083650 -0.073650  0.076205 -0.066205  0.069010 -0.059010  0.062644  
1339  0.083650 -0.076750  0.075710 -0.068810  0.068516 -0.061616  0.062082  
1340  0.083650 -0.080050  0.075710 -0.072110  0.068516 -0.064916  0.062082  
1341  0.091085 -0.060085  0.084238 -0.053238  0.078314 -0.047314  0.072783  
1342  0.089075 -0.068075  0.082228 -0.061228  0.075530 -0.054530  0.069999  
1343  0.086154 -0.071154  0.078601 -0.063601  0.071903 -0.056903  0.065776  
1344  0.086154 -0.075154  0.078601 -0.067601  0.071903 -0.060903  0.065776  
1345  0.086154 -0.078454  0.078601 -0.070901  0.071903 -0.064203  0.065776  
1346  0.083576 -0.078376  0.075669 -0.070469  0.068596 -0.063396  0.062229  
1347  0.083382 -0.079482  0.075475 -0.071575  0.068281 -0.064381  0.061915  
1348  0.083382 -0.078882  0.075442 -0.070942  0.068248 -0.063748  0.061814  
1349  0.083382 -0.078582  0.075442 -0.070642  0.068248 -0.063448  0.061814  
1350  0.083844 -0.082844  0.075937 -0.074937  0.068864 -0.067864  0.062498  
1351  0.083650 -0.076450  0.075744 -0.068544  0.068549 -0.061349  0.062183  
1352  0.083650 -0.076850  0.075710 -0.068910  0.068516 -0.061716  0.062082  
1353  0.083650 -0.078250  0.075710 -0.070310  0.068516 -0.063116  0.062082  
1354  0.091085 -0.076085  0.084238 -0.069238  0.078314 -0.063314  0.072783  
1355  0.089075 -0.077075  0.082228 -0.070228  0.075530 -0.063530  0.069999  
1356  0.086154 -0.075154  0.078601 -0.067601  0.071903 -0.060903  0.065776  
1357  0.086154 -0.078454  0.078601 -0.070901  0.071903 -0.064203  0.065776  
1358  0.086154 -0.078054  0.078601 -0.070501  0.071903 -0.063803  0.065776  
1359  0.083033 -0.081733  0.075126 -0.073826  0.068053 -0.066753  0.061686  
1360  0.082607 -0.081697  0.074701 -0.073791  0.067507 -0.066597  0.061140  
1361  0.082607 -0.081857  0.074668 -0.073918  0.067474 -0.066724  0.061039  
1362  0.082607 -0.082117  0.074668 -0.074178  0.067474 -0.066984  0.061039  
1363  0.083301 -0.079801  0.075394 -0.071894  0.068321 -0.064821  0.061955  
1364  0.082876 -0.079576  0.074969 -0.071669  0.067775 -0.064475  0.061409  
1365  0.082876 -0.080776  0.074936 -0.072836  0.067742 -0.065642  0.061307  
1366  0.082876 -0.081276  0.074936 -0.073336  0.067742 -0.066142  0.061307  
1367  0.091085 -0.073085  0.084238 -0.066238  0.078314 -0.060314  0.072783  
1368  0.089075 -0.073075  0.082228 -0.066228  0.075530 -0.059530  0.069999  
1369  0.086154 -0.076154  0.078601 -0.068601  0.071903 -0.061903  0.065776  
1370  0.086154 -0.078754  0.078601 -0.071201  0.071903 -0.064503  0.065776  
1371  0.086154 -0.075154  0.078601 -0.067601  0.071903 -0.060903  0.065776  
1372  0.083033 -0.081033  0.075126 -0.073126  0.068053 -0.066053  0.061686  
1373  0.082607 -0.080607  0.074701 -0.072701  0.067507 -0.065507  0.061140  
1374  0.082607 -0.081307  0.074668 -0.073368  0.067474 -0.066174  0.061039  
1375  0.082607 -0.081817  0.074668 -0.073878  0.067474 -0.066684  0.061039  
1376  0.083301 -0.073901  0.075394 -0.065994  0.068321 -0.058921  0.061955  
1377  0.082876 -0.077376  0.074969 -0.069469  0.067775 -0.062275  0.061409  
1378  0.082876 -0.079576  0.074936 -0.071636  0.067742 -0.064442  0.061307  
1379  0.082876 -0.081176  0.074936 -0.073236  0.067742 -0.066042  0.061307  
1380  0.091085 -0.072085  0.084238 -0.065238  0.078314 -0.059314  0.072783  
1381  0.089075 -0.072075  0.082228 -0.065228  0.075530 -0.058530  0.069999  
1382  0.086154 -0.074154  0.078601 -0.066601  0.071903 -0.059903  0.065776  
1383  0.086154 -0.076754  0.078601 -0.069201  0.071903 -0.062503  0.065776  
1384  0.086154 -0.077454  0.078601 -0.069901  0.071903 -0.063203  0.065776  
1385  0.083033 -0.080733  0.075126 -0.072826  0.068053 -0.065753  0.061686  
1386  0.082607 -0.081007  0.074701 -0.073101  0.067507 -0.065907  0.061140  
1387  0.082607 -0.081207  0.074668 -0.073268  0.067474 -0.066074  0.061039  
1388  0.082607 -0.081707  0.074668 -0.073768  0.067474 -0.066574  0.061039  
1389  0.083301 -0.072301  0.075394 -0.064394  0.068321 -0.057321  0.061955  
1390  0.082876 -0.074576  0.074969 -0.066669  0.067775 -0.059475  0.061409  
1391  0.082876 -0.072876  0.074936 -0.064936  0.067742 -0.057742  0.061307  
1392  0.082876 -0.074876  0.074936 -0.066936  0.067742 -0.059742  0.061307  
1393  0.091085 -0.060085  0.084238 -0.053238  0.078314 -0.047314  0.072783  
1394  0.089075 -0.057075  0.082228 -0.050228  0.075530 -0.043530  0.069999  
1395  0.086154 -0.067154  0.078601 -0.059601  0.071903 -0.052903  0.065776  
1396  0.086154 -0.072154  0.078601 -0.064601  0.071903 -0.057903  0.065776  
1397  0.086154 -0.074254  0.078601 -0.066701  0.071903 -0.060003  0.065776  
1398  0.083033 -0.081233  0.075126 -0.073326  0.068053 -0.066253  0.061686  
1399  0.082607 -0.081307  0.074701 -0.073401  0.067507 -0.066207  0.061140  
1400  0.082607 -0.081917  0.074492 -0.073802  0.067298 -0.066608  0.060710  
1401  0.082607 -0.082007  0.074492 -0.073892  0.067298 -0.066698  0.060710  
1402  0.083301 -0.078601  0.075394 -0.070694  0.068321 -0.063621  0.061955  
1403  0.082876 -0.080276  0.074969 -0.072369  0.067775 -0.065175  0.061409  
1404  0.082876 -0.080976  0.074760 -0.072860  0.067566 -0.065666  0.060978  
1405  0.082876 -0.081776  0.074760 -0.073660  0.067566 -0.066466  0.060978  
1406  0.091085 -0.079085  0.084238 -0.072238  0.078314 -0.066314  0.072783  
1407  0.089075 -0.079875  0.082228 -0.073028  0.075530 -0.066330  0.069999  
1408  0.086154 -0.080354  0.078601 -0.072801  0.071903 -0.066103  0.065776  
1409  0.086154 -0.082354  0.078601 -0.074801  0.071903 -0.068103  0.065776  
1410  0.086154 -0.082554  0.078601 -0.075001  0.071903 -0.068303  0.065776  
1411  0.084595 -0.080595  0.076954 -0.072954  0.070193 -0.066193  0.064008  
1412  0.083253 -0.080153  0.075612 -0.072512  0.068510 -0.065410  0.062326  
1413  0.083253 -0.080153  0.075303 -0.072203  0.068202 -0.065102  0.061757  
1414  0.083253 -0.080753  0.075303 -0.072803  0.068202 -0.065702  0.061757  
1415  0.085367 -0.080167  0.077725 -0.072525  0.070965 -0.065765  0.064780  
1416  0.084025 -0.080525  0.076384 -0.072884  0.069282 -0.065782  0.063098  
1417  0.084025 -0.081525  0.076075 -0.073575  0.068974 -0.066474  0.062529  
1418  0.084025 -0.081825  0.076075 -0.073875  0.068974 -0.066774  0.062529  
1419  0.085367 -0.076167  0.077725 -0.068525  0.070965 -0.061765  0.064780  
1420  0.084025 -0.078525  0.076384 -0.070884  0.069282 -0.063782  0.063098  
1421  0.084025 -0.079025  0.076075 -0.071075  0.068974 -0.063974  0.062529  
1422  0.084025 -0.079925  0.076075 -0.071975  0.068974 -0.064874  0.062529  
1423  0.083033 -0.080733  0.075126 -0.072826  0.068053 -0.065753  0.061686  
1424  0.082607 -0.081607  0.074701 -0.073701  0.067507 -0.066507  0.061140  
1425  0.082607 -0.081607  0.074492 -0.073492  0.067298 -0.066298  0.060710  
1426  0.082607 -0.081967  0.074492 -0.073852  0.067298 -0.066658  0.060710  
1427  0.083301 -0.078801  0.075394 -0.070894  0.068321 -0.063821  0.061955  
1428  0.082876 -0.079776  0.074969 -0.071869  0.067775 -0.064675  0.061409  
1429  0.082876 -0.080976  0.074760 -0.072860  0.067566 -0.065666  0.060978  
1430  0.082876 -0.081476  0.074760 -0.073360  0.067566 -0.066166  0.060978  
1431  0.091085 -0.047085  0.084238 -0.040238  0.078314 -0.034314  0.072783  
1432  0.089075 -0.067075  0.082228 -0.060228  0.075530 -0.053530  0.069999  
1433  0.086154 -0.070154  0.078601 -0.062601  0.071903 -0.055903  0.065776  
1434  0.086154 -0.071154  0.078601 -0.063601  0.071903 -0.056903  0.065776  
1435  0.086154 -0.071854  0.078601 -0.064301  0.071903 -0.057603  0.065776  
1436  0.084595 -0.079595  0.076954 -0.071954  0.070193 -0.065193  0.064008  
1437  0.083253 -0.078553  0.075612 -0.070912  0.068510 -0.063810  0.062326  
1438  0.083253 -0.079253  0.075303 -0.071303  0.068202 -0.064202  0.061757  
1439  0.083253 -0.080253  0.075303 -0.072303  0.068202 -0.065202  0.061757  
1440  0.085367 -0.080567  0.077725 -0.072925  0.070965 -0.066165  0.064780  
1441  0.084025 -0.077525  0.076384 -0.069884  0.069282 -0.062782  0.063098  
1442  0.084025 -0.082125  0.076075 -0.074175  0.068974 -0.067074  0.062529  
1443  0.084025 -0.082225  0.076075 -0.074275  0.068974 -0.067174  0.062529  
1444  0.085367 -0.071367  0.077725 -0.063725  0.070965 -0.056965  0.064780  
1445  0.084025 -0.074925  0.076384 -0.067284  0.069282 -0.060182  0.063098  
1446  0.084025 -0.081125  0.076075 -0.073175  0.068974 -0.066074  0.062529  
1447  0.084025 -0.082025  0.076075 -0.074075  0.068974 -0.066974  0.062529  
1448  0.083033 -0.082083  0.075126 -0.074176  0.068053 -0.067103  0.061686  
1449  0.082607 -0.082257  0.074701 -0.074351  0.067507 -0.067157  0.061140  
1450  0.082607 -0.082047  0.074492 -0.073932  0.067298 -0.066738  0.060710  
1451  0.083301 -0.078101  0.075394 -0.070194  0.068321 -0.063121  0.061955  
1452  0.082876 -0.080876  0.074969 -0.072969  0.067775 -0.065775  0.061409  
1453  0.082876 -0.081676  0.074760 -0.073560  0.067566 -0.066366  0.060978  
1454  0.082876 -0.082136  0.074760 -0.074020  0.067566 -0.066826  0.060978  
1455  0.091085 -0.060085  0.084238 -0.053238  0.078314 -0.047314  0.072783  
1456  0.089075 -0.075075  0.082228 -0.068228  0.075530 -0.061530  0.069999  
1457  0.086154 -0.071154  0.078601 -0.063601  0.071903 -0.056903  0.065776  
1458  0.086154 -0.081754  0.078601 -0.074201  0.071903 -0.067503  0.065776  
1459  0.086154 -0.079954  0.078601 -0.072401  0.071903 -0.065703  0.065776  
1460  0.087004 -0.068004  0.079559 -0.060559  0.072968 -0.053968  0.067037  
1461  0.085827 -0.074827  0.078381 -0.067381  0.071382 -0.060382  0.065451  
1462  0.083677 -0.072677  0.075737 -0.064737  0.068738 -0.057738  0.062303  
1463  0.083677 -0.075077  0.075737 -0.067137  0.068738 -0.060138  0.062303  
1464  0.087004 -0.061004  0.079559 -0.053559  0.072968 -0.046968  0.067037  
1465  0.085827 -0.070827  0.078381 -0.063381  0.071382 -0.056382  0.065451  
1466  0.083677 -0.074177  0.075737 -0.066237  0.068738 -0.059238  0.062303  
1467  0.083677 -0.077177  0.075737 -0.069237  0.068738 -0.062238  0.062303  
1468  0.087004 -0.075004  0.079559 -0.067559  0.072968 -0.060968  0.067037  
1469  0.085827 -0.077727  0.078381 -0.070281  0.071382 -0.063282  0.065451  
1470  0.083677 -0.080477  0.075737 -0.072537  0.068738 -0.065538  0.062303  
1471  0.083677 -0.080977  0.075737 -0.073037  0.068738 -0.066038  0.062303  
1472  0.087004 -0.067004  0.079559 -0.059559  0.072968 -0.052968  0.067037  
1473  0.085827 -0.072827  0.078381 -0.065381  0.071382 -0.058382  0.065451  
1474  0.083677 -0.072677  0.075737 -0.064737  0.068738 -0.057738  0.062303  
1475  0.083677 -0.075077  0.075737 -0.067137  0.068738 -0.060138  0.062303  
1476  0.083677 -0.074977  0.075737 -0.067037  0.068738 -0.060038  0.062303  
1477  0.083677 -0.077477  0.075737 -0.069537  0.068738 -0.062538  0.062303  
1478  0.087004 -0.076004  0.079559 -0.068559  0.072968 -0.061968  0.067037  
1479  0.085827 -0.077927  0.078381 -0.070481  0.071382 -0.063482  0.065451  
1480  0.083677 -0.080577  0.075737 -0.072637  0.068738 -0.065638  0.062303  
1481  0.083677 -0.081077  0.075737 -0.073137  0.068738 -0.066138  0.062303  
1482  0.087004 -0.063004  0.079559 -0.055559  0.072968 -0.048968  0.067037  
1483  0.085827 -0.070827  0.078381 -0.063381  0.071382 -0.056382  0.065451  
1484  0.083677 -0.079877  0.075737 -0.071937  0.068738 -0.064938  0.062303  
1485  0.083677 -0.081377  0.075737 -0.073437  0.068738 -0.066438  0.062303  
1486  0.087004 -0.084104  0.079559 -0.076659  0.072968 -0.070068  0.067037  
1487  0.083677 -0.082077  0.075737 -0.074137  0.068738 -0.067138  0.062303  
1488  0.083677 -0.082677  0.075737 -0.074737  0.068738 -0.067738  0.062303  
1489  0.083677 -0.082877  0.075737 -0.074937  0.068738 -0.067938  0.062303  
1490  0.087004 -0.084204  0.079559 -0.076759  0.072968 -0.070168  0.067037  
1491  0.083677 -0.082077  0.075737 -0.074137  0.068738 -0.067138  0.062303  
1492  0.083677 -0.082677  0.075737 -0.074737  0.068738 -0.067738  0.062303  
1493  0.083677 -0.082887  0.075737 -0.074947  0.068738 -0.067948  0.062303  
1494  0.086388 -0.068388  0.078481 -0.060481  0.071408 -0.053408  0.065477  
1495  0.085595 -0.074595  0.077689 -0.066689  0.070689 -0.059689  0.064758  
1496  0.083445 -0.076545  0.075330 -0.068430  0.068330 -0.061430  0.061742  
