      material  location  period     label       f_0     res_1       f_1  \
920   0.158558  0.146315  0.159518  0.145355  0.169825  0.135048  0.171388  
921   0.158558  0.061561  0.159518  0.060601  0.159943  0.060176  0.161506  
922   0.158558  0.059188  0.159518  0.058227  0.159943  0.057802  0.161506  
923   0.158558  0.073243  0.159518  0.072283  0.159943  0.071858  0.161506  
924   0.154284  0.017855  0.155245  0.016894  0.155670  0.016469  0.157233  
925   0.154284  0.028296  0.155245  0.027335  0.155670  0.026910  0.157233  
926   0.150869  0.061192  0.151829  0.060231  0.157958  0.054102  0.159521  
927   0.150869  0.060534  0.151829  0.059574  0.157958  0.053445  0.159521  
928   0.150869  0.042642  0.151829  0.041682  0.157958  0.035553  0.159521  
929   0.150869  0.145470  0.151829  0.144509  0.157958  0.138381  0.159521  
930   0.150869  0.146570  0.151829  0.145609  0.157958  0.139481  0.159521  
931   0.143642 -0.120096  0.144603 -0.121056  0.144785 -0.121238  0.140694  
932   0.143642 -0.121450  0.144603 -0.122411  0.144785 -0.122593  0.140694  
933   0.143642 -0.122303  0.144603 -0.123264  0.144785 -0.123445  0.140694  
934   0.143642 -0.125066  0.144603 -0.126027  0.144785 -0.126209  0.140694  
935   0.143642 -0.124190  0.144603 -0.125151  0.144785 -0.125333  0.140694  
936   0.143642 -0.124846  0.144603 -0.125807  0.144785 -0.125989  0.140694  
937   0.143642 -0.102523  0.144603 -0.103484  0.144785 -0.103666  0.144496  
938   0.143642 -0.099521  0.144603 -0.100482  0.144785 -0.100664  0.144496  
939   0.143642 -0.099744  0.144603 -0.100704  0.144785 -0.100886  0.144496  
940   0.143642  0.153363  0.144603  0.152402  0.144785  0.152221  0.144496  
941   0.143642  0.153042  0.144603  0.152081  0.144785  0.151900  0.144496  
942   0.143642  0.162285  0.144603  0.161324  0.144785  0.161142  0.144496  
943   0.143642  0.139886  0.144603  0.138925  0.144785  0.138743  0.144496  
944   0.143642  0.158529  0.144603  0.157569  0.144785  0.157387  0.144496  
945   0.143642  0.135206  0.144603  0.134245  0.144785  0.134063  0.144496  
946   0.143642  0.084854  0.144603  0.083893  0.144785  0.083711  0.140694  
947   0.143642  0.039737  0.144603  0.038777  0.144785  0.038595  0.140694  
948   0.143642  0.017626  0.144603  0.016665  0.144785  0.016483  0.140694  
949   0.143642  0.019704  0.144603  0.018743  0.144785  0.018561  0.140694  
950   0.100727 -0.069539  0.093000 -0.061812  0.093182 -0.061994  0.090506  
951   0.100727 -0.069816  0.093000 -0.062089  0.093182 -0.062271  0.090506  
952   0.100727 -0.070802  0.093000 -0.063075  0.093182 -0.063257  0.090506  
953   0.100727 -0.073520  0.093000 -0.065794  0.093182 -0.065975  0.090506  
954   0.100727 -0.074102  0.093000 -0.066376  0.093182 -0.066557  0.090506  
955   0.100727 -0.073237  0.093000 -0.065511  0.093182 -0.065692  0.090506  
956   0.100727 -0.077637  0.093000 -0.069911  0.093182 -0.070093  0.090506  
957   0.100727 -0.079533  0.093000 -0.071807  0.093182 -0.071988  0.090506  
958   0.100727 -0.079008  0.093000 -0.071282  0.093182 -0.071463  0.090506  
959   0.226382  0.225688  0.239646  0.212424  0.239828  0.212242  0.260357  
960   0.226382  0.230167  0.239646  0.216903  0.239828  0.216721  0.260357  
961   0.226382  0.195320  0.239646  0.182056  0.239828  0.181874  0.252965  
962   0.195384  0.198808  0.208648  0.185544  0.208829  0.185362  0.214198  
963   0.195384  0.174769  0.208648  0.161505  0.208829  0.161323  0.214198  
964   0.195384  0.282463  0.208648  0.269200  0.208829  0.269018  0.214198  
965   0.195384  0.102542  0.208648  0.089278  0.208829  0.089096  0.214198  
966   0.195384  0.050414  0.208648  0.037151  0.208829  0.036969  0.214198  
967   0.195384  0.047765  0.208648  0.034502  0.208829  0.034320  0.214198  
968   0.195384  0.078371  0.208648  0.065107  0.208829  0.064925  0.214198  
969   0.195384 -0.011831  0.208648 -0.025094  0.208829 -0.025276  0.214198  
970   0.195384  0.012786  0.208648 -0.000478  0.208829 -0.000660  0.214198  
971   0.154408  0.042851  0.156923  0.040336  0.157105  0.040154  0.154430  
972   0.154408  0.059092  0.156923  0.056577  0.157105  0.056396  0.154430  
973   0.154408  0.051256  0.156923  0.048741  0.157105  0.048559  0.154430  
974   0.154408  0.020034  0.156923  0.017519  0.157105  0.017337  0.154430  
975   0.154408  0.022657  0.156923  0.020142  0.157105  0.019960  0.154430  
976   0.154408  0.047395  0.156923  0.044880  0.157105  0.044699  0.154430  
977   0.154408  0.051544  0.156923  0.049029  0.157105  0.048847  0.154430  
978   0.154408  0.065476  0.156923  0.062962  0.157105  0.062780  0.154430  
979   0.154408  0.056483  0.156923  0.053968  0.157105  0.053786  0.154430  
980   0.122263 -0.080912  0.123224 -0.081873  0.115586 -0.074235  0.117149  
981   0.122263 -0.079249  0.123224 -0.080210  0.115586 -0.072572  0.117149  
982   0.122263 -0.079793  0.123224 -0.080753  0.115586 -0.073115  0.117149  
983   0.122263 -0.092178  0.123224 -0.093138  0.113767 -0.083681  0.115330  
984   0.122263 -0.093777  0.123224 -0.094738  0.113767 -0.085281  0.115330  
985   0.122263 -0.092572  0.123224 -0.093532  0.113767 -0.084075  0.115330  
986   0.122263 -0.100259  0.123224 -0.101220  0.113767 -0.091763  0.115330  
987   0.122263 -0.100561  0.123224 -0.101521  0.113767 -0.092064  0.115330  
988   0.122263 -0.100260  0.123224 -0.101221  0.113767 -0.091764  0.115330  
989   0.158558 -0.005447  0.159518 -0.006408  0.163309 -0.010199  0.164873  
990   0.158558  0.000273  0.159518 -0.000687  0.163309 -0.004478  0.164873  
991   0.158558  0.036339  0.159518  0.035378  0.163309  0.031587  0.164873  
992   0.158558  0.057308  0.159518  0.056347  0.163309  0.052556  0.164873  
993   0.158558  0.061791  0.159518  0.060830  0.163309  0.057039  0.164873  
994   0.154284  0.047168  0.155245  0.046208  0.159036  0.042416  0.160599  
995   0.154284  0.068629  0.155245  0.067668  0.159036  0.063877  0.160599  
996   0.154284  0.063950  0.155245  0.062990  0.159036  0.059198  0.160599  
997   0.158558  0.140306  0.159518  0.139345  0.169825  0.129038  0.171388  
998   0.158558  0.142912  0.159518  0.141952  0.169825  0.131645  0.171388  
999   0.158558  0.140956  0.159518  0.139995  0.169825  0.129688  0.171388  
1000  0.158558  0.046225  0.159518  0.045264  0.159943  0.044839  0.161506  
1001  0.158558  0.013079  0.159518  0.012118  0.159943  0.011693  0.161506  
1002  0.158558  0.032692  0.159518  0.031732  0.159943  0.031307  0.161506  
1003  0.154284  0.026946  0.155245  0.025986  0.155670  0.025561  0.157233  
1004  0.154284  0.016739  0.155245  0.015778  0.155670  0.015353  0.157233  
1005  0.154284  0.016489  0.155245  0.015529  0.155670  0.015104  0.157233  
1006  0.150869  0.023808  0.151829  0.022848  0.157958  0.016719  0.159521  
1007  0.150869  0.022164  0.151829  0.021204  0.157958  0.015075  0.159521  
1008  0.150869  0.054954  0.151829  0.053993  0.157958  0.047865  0.159521  
1009  0.150869  0.024921  0.151829  0.023960  0.157958  0.017832  0.159521  
1010  0.150869  0.033618  0.151829  0.032658  0.157958  0.026529  0.159521  
1011  0.150869  0.106443  0.151829  0.105483  0.157958  0.099354  0.159521  
1012  0.150869  0.109690  0.151829  0.108730  0.157958  0.102601  0.159521  
1013  0.150869  0.133169  0.151829  0.132208  0.157958  0.126080  0.159521  
1014  0.143642 -0.120898  0.144603 -0.121859  0.144785 -0.122040  0.140694  
1015  0.143642 -0.120007  0.144603 -0.120967  0.144785 -0.121149  0.140694  
1016  0.143642 -0.120204  0.144603 -0.121165  0.144785 -0.121347  0.140694  
1017  0.143642 -0.127382  0.144603 -0.128343  0.144785 -0.128525  0.140694  
1018  0.143642 -0.127395  0.144603 -0.128355  0.144785 -0.128537  0.140694  
1019  0.143642 -0.127260  0.144603 -0.128221  0.144785 -0.128403  0.140694  
1020  0.143642 -0.111225  0.144603 -0.112186  0.144785 -0.112367  0.144496  
1021  0.143642 -0.109335  0.144603 -0.110295  0.144785 -0.110477  0.144496  
1022  0.143642 -0.108669  0.144603 -0.109630  0.144785 -0.109812  0.144496  
1023  0.143642 -0.105470  0.144603 -0.106431  0.144785 -0.106613  0.144496  
1024  0.143642  0.182706  0.144603  0.181746  0.144785  0.181564  0.144496  
1025  0.143642  0.168442  0.144603  0.167482  0.144785  0.167300  0.144496  
1026  0.143642  0.129440  0.144603  0.128480  0.144785  0.128298  0.144496  
1027  0.143642  0.126448  0.144603  0.125488  0.144785  0.125306  0.144496  
1028  0.143642  0.114704  0.144603  0.113743  0.144785  0.113562  0.144496  
1029  0.143642  0.075162  0.144603  0.074201  0.144785  0.074019  0.140694  
1030  0.143642  0.058791  0.144603  0.057830  0.144785  0.057648  0.140694  
1031  0.143642  0.062726  0.144603  0.061765  0.144785  0.061583  0.140694  
1032  0.143642  0.008077  0.144603  0.007116  0.144785  0.006934  0.140694  
1033  0.143642 -0.013302  0.144603 -0.014263  0.144785 -0.014445  0.140694  
1034  0.143642  0.004930  0.144603  0.003969  0.144785  0.003787  0.140694  
1035  0.100727 -0.074583  0.093000 -0.066857  0.093182 -0.067039  0.090506  
1036  0.100727 -0.075428  0.093000 -0.067702  0.093182 -0.067884  0.090506  
1037  0.100727 -0.075196  0.093000 -0.067470  0.093182 -0.067652  0.090506  
1038  0.100727 -0.079591  0.093000 -0.071865  0.093182 -0.072046  0.090506  
1039  0.100727 -0.079951  0.093000 -0.072224  0.093182 -0.072406  0.090506  
1040  0.100727 -0.078701  0.093000 -0.070974  0.093182 -0.071156  0.090506  
1041  0.100727 -0.084384  0.093000 -0.076658  0.093182 -0.076840  0.090506  
1042  0.100727 -0.083837  0.093000 -0.076111  0.093182 -0.076292  0.090506  
1043  0.226382  0.204471  0.239646  0.191207  0.239828  0.191025  0.260357  
1044  0.226382  0.216730  0.239646  0.203466  0.239828  0.203285  0.260357  
1045  0.226382  0.226043  0.239646  0.212779  0.239828  0.212598  0.260357  
1046  0.226382  0.234384  0.239646  0.221120  0.239828  0.220938  0.260357  
1047  0.226382  0.225954  0.239646  0.212690  0.239828  0.212509  0.260357  
1048  0.226382  0.254198  0.239646  0.240934  0.239828  0.240752  0.260357  
1049  0.226382  0.200826  0.239646  0.187563  0.239828  0.187381  0.252965  
1050  0.226382  0.216844  0.239646  0.203580  0.239828  0.203399  0.252965  
1051  0.226382  0.243238  0.239646  0.229975  0.239828  0.229793  0.252965  
1052  0.195384  0.193871  0.208648  0.180608  0.208829  0.180426  0.214198  
1053  0.195384  0.192505  0.208648  0.179241  0.208829  0.179060  0.214198  
1054  0.195384  0.049546  0.208648  0.036283  0.208829  0.036101  0.214198  
1055  0.195384  0.025657  0.208648  0.012393  0.208829  0.012211  0.214198  
1056  0.195384  0.062653  0.208648  0.049390  0.208829  0.049208  0.214198  
1057  0.195384 -0.035699  0.208648 -0.048962  0.208829 -0.049144  0.214198  
1058  0.195384  0.114286  0.208648  0.101023  0.208829  0.100841  0.214198  
1059  0.154408  0.008026  0.156923  0.005511  0.157105  0.005329  0.154430  
1060  0.154408  0.027557  0.156923  0.025042  0.157105  0.024860  0.154430  
1061  0.154408 -0.000947  0.156923 -0.003462  0.157105 -0.003643  0.154430  
1062  0.154408 -0.008362  0.156923 -0.010877  0.157105 -0.011059  0.154430  
1063  0.154408  0.043435  0.156923  0.040920  0.157105  0.040739  0.154430  
1064  0.154408  0.053936  0.156923  0.051421  0.157105  0.051239  0.154430  
1065  0.154408  0.053691  0.156923  0.051176  0.157105  0.050995  0.154430  
1066  0.122263 -0.090822  0.123224 -0.091783  0.115586 -0.084145  0.117149  
1067  0.122263 -0.088724  0.123224 -0.089685  0.115586 -0.082047  0.117149  
1068  0.122263 -0.089907  0.123224 -0.090867  0.115586 -0.083229  0.117149  
1069  0.122263 -0.102220  0.123224 -0.103181  0.113767 -0.093724  0.115330  
1070  0.122263 -0.103493  0.123224 -0.104454  0.113767 -0.094997  0.115330  
1071  0.122263 -0.102795  0.123224 -0.103755  0.113767 -0.094298  0.115330  
1072  0.122263 -0.106629  0.123224 -0.107589  0.113767 -0.098132  0.115330  
1073  0.122263 -0.106870  0.123224 -0.107831  0.113767 -0.098374  0.115330  
1074  0.122263 -0.106190  0.123224 -0.107150  0.113767 -0.097693  0.115330  
1075  0.153538 -0.096032  0.154499 -0.096992  0.158290 -0.100783  0.159853  
1076  0.153538 -0.097646  0.154499 -0.098606  0.158290 -0.102398  0.159853  
1077  0.153538 -0.112506  0.154499 -0.113467  0.158290 -0.117258  0.159853  
1078  0.149265 -0.111423  0.150226 -0.112384  0.154017 -0.116175  0.155580  
1079  0.149265 -0.113749  0.150226 -0.114710  0.154017 -0.118501  0.155580  
1080  0.153538 -0.036835  0.154499 -0.037795  0.164806 -0.048102  0.166369  
1081  0.153538 -0.029399  0.154499 -0.030360  0.164806 -0.040667  0.166369  
1082  0.153538 -0.031770  0.154499 -0.032731  0.164806 -0.043038  0.166369  
1083  0.153538 -0.045659  0.154499 -0.046620  0.154924 -0.047045  0.156487  
1084  0.153538 -0.045007  0.154499 -0.045968  0.154924 -0.046393  0.156487  
1085  0.153538 -0.046225  0.154499 -0.047186  0.154924 -0.047611  0.156487  
1086  0.149265 -0.060137  0.150226 -0.061098  0.150651 -0.061523  0.152214  
1087  0.149265 -0.068990  0.150226 -0.069951  0.150651 -0.070376  0.152214  
1088  0.149265 -0.068520  0.150226 -0.069481  0.150651 -0.069906  0.152214  
1089  0.150869 -0.088626  0.151829 -0.089586  0.157958 -0.095715  0.159521  
1090  0.150869 -0.084485  0.151829 -0.085446  0.157958 -0.091574  0.159521  
1091  0.150869 -0.086674  0.151829 -0.087635  0.157958 -0.093764  0.159521  
1092  0.150869 -0.058358  0.151829 -0.059319  0.157958 -0.065448  0.159521  
1093  0.150869 -0.066354  0.151829 -0.067315  0.157958 -0.073443  0.159521  
1094  0.150869 -0.066618  0.151829 -0.067579  0.157958 -0.073707  0.159521  
1095  0.150869 -0.061244  0.151829 -0.062205  0.157958 -0.068334  0.159521  
1096  0.143642 -0.123656  0.144603 -0.124617  0.144785 -0.124799  0.140694  
1097  0.143642 -0.122615  0.144603 -0.123575  0.144785 -0.123757  0.140694  
1098  0.143642 -0.122611  0.144603 -0.123572  0.144785 -0.123754  0.140694  
1099  0.143642 -0.128598  0.144603 -0.129559  0.144785 -0.129741  0.140694  
1100  0.143642 -0.128866  0.144603 -0.129827  0.144785 -0.130009  0.140694  
1101  0.143642 -0.129500  0.144603 -0.130460  0.144785 -0.130642  0.140694  
1102  0.143642 -0.111248  0.144603 -0.112208  0.144785 -0.112390  0.144496  
1103  0.143642 -0.111519  0.144603 -0.112480  0.144785 -0.112662  0.144496  
1104  0.143642 -0.117564  0.144603 -0.118525  0.144785 -0.118706  0.144496  
1105  0.143642 -0.116015  0.144603 -0.116976  0.144785 -0.117158  0.144496  
1106  0.143642  0.097483  0.144603  0.096523  0.144785  0.096341  0.144496  
1107  0.143642  0.108050  0.144603  0.107089  0.144785  0.106907  0.144496  
1108  0.143642  0.093222  0.144603  0.092261  0.144785  0.092079  0.144496  
1109  0.143642  0.081183  0.144603  0.080222  0.144785  0.080041  0.144496  
1110  0.143642  0.062778  0.144603  0.061817  0.144785  0.061635  0.144496  
1111  0.143642  0.046701  0.144603  0.045740  0.144785  0.045558  0.144496  
1112  0.143642 -0.039900  0.144603 -0.040861  0.144785 -0.041043  0.140694  
1113  0.143642 -0.032208  0.144603 -0.033169  0.144785 -0.033350  0.140694  
1114  0.143642 -0.052587  0.144603 -0.053547  0.144785 -0.053729  0.140694  
1115  0.143642 -0.034770  0.144603 -0.035731  0.144785 -0.035913  0.140694  
1116  0.143642 -0.023964  0.144603 -0.024925  0.144785 -0.025107  0.140694  
1117  0.143642 -0.011606  0.144603 -0.012567  0.144785 -0.012749  0.140694  
1118  0.100727 -0.082712  0.093000 -0.074986  0.093182 -0.075168  0.090506  
1119  0.100727 -0.083868  0.093000 -0.076142  0.093182 -0.076323  0.090506  
1120  0.100727 -0.083429  0.093000 -0.075702  0.093182 -0.075884  0.090506  
1121  0.100727 -0.085167  0.093000 -0.077440  0.093182 -0.077622  0.090506  
1122  0.100727 -0.084467  0.093000 -0.076741  0.093182 -0.076922  0.090506  
1123  0.100727 -0.084556  0.093000 -0.076830  0.093182 -0.077012  0.090506  
1124  0.100727 -0.088166  0.093000 -0.080439  0.093182 -0.080621  0.090506  
1125  0.100727 -0.088461  0.093000 -0.080734  0.093182 -0.080916  0.090506  
1126  0.100727 -0.088270  0.093000 -0.080543  0.093182 -0.080725  0.090506  
1127  0.226382  0.192747  0.239646  0.179483  0.239828  0.179302  0.260357  
1128  0.226382  0.137918  0.239646  0.124654  0.239828  0.124472  0.260357  
1129  0.226382  0.144488  0.239646  0.131224  0.239828  0.131043  0.260357  
1130  0.226382  0.157757  0.239646  0.144494  0.239828  0.144312  0.260357  
1131  0.226382  0.142139  0.239646  0.128875  0.239828  0.128693  0.252965  
1132  0.226382  0.158351  0.239646  0.145087  0.239828  0.144905  0.252965  
1133  0.226382  0.155582  0.239646  0.142318  0.239828  0.142136  0.252965  
1134  0.195384  0.044866  0.208648  0.031603  0.208829  0.031421  0.214198  
1135  0.195384 -0.006004  0.208648 -0.019267  0.208829 -0.019449  0.214198  
1136  0.195384 -0.077241  0.208648 -0.090504  0.208829 -0.090686  0.214198  
1137  0.195384 -0.078455  0.208648 -0.091718  0.208829 -0.091900  0.214198  
1138  0.154408  0.023768  0.156923  0.021253  0.157105  0.021072  0.154430  
1139  0.154408 -0.017698  0.156923 -0.020213  0.157105 -0.020395  0.154430  
1140  0.154408 -0.026368  0.156923 -0.028883  0.157105 -0.029064  0.154430  
1141  0.154408  0.000480  0.156923 -0.002035  0.157105 -0.002217  0.154430  
1142  0.154408  0.028749  0.156923  0.026234  0.157105  0.026052  0.154430  
1143  0.154408  0.039479  0.156923  0.036964  0.157105  0.036782  0.154430  
1144  0.154408  0.048746  0.156923  0.046231  0.157105  0.046049  0.154430  
1145  0.122263 -0.076786  0.123224 -0.077747  0.115586 -0.070109  0.117149  
1146  0.122263 -0.076745  0.123224 -0.077706  0.115586 -0.070068  0.117149  
1147  0.122263 -0.093483  0.123224 -0.094444  0.113767 -0.084987  0.115330  
1148  0.122263 -0.094123  0.123224 -0.095084  0.113767 -0.085627  0.115330  
1149  0.122263 -0.094327  0.123224 -0.095288  0.113767 -0.085831  0.115330  
1150  0.122263 -0.098696  0.123224 -0.099657  0.113767 -0.090200  0.115330  
1151  0.122263 -0.100219  0.123224 -0.101180  0.113767 -0.091723  0.115330  
1152  0.122263 -0.100564  0.123224 -0.101525  0.113767 -0.092068  0.115330  
1153  0.153538  0.058548  0.154499  0.057588  0.158290  0.053797  0.159853  
1154  0.153538  0.038993  0.154499  0.038033  0.158290  0.034242  0.159853  
1155  0.153538  0.032364  0.154499  0.031403  0.158290  0.027612  0.159853  
1156  0.153538  0.087099  0.154499  0.086138  0.158290  0.082347  0.159853  
1157  0.149265  0.093846  0.150226  0.092885  0.154017  0.089094  0.155580  
1158  0.149265  0.103548  0.150226  0.102587  0.154017  0.098796  0.155580  
1159  0.153538  0.115918  0.154499  0.114957  0.164806  0.104650  0.166369  
1160  0.153538  0.124422  0.154499  0.123461  0.164806  0.113154  0.166369  
1161  0.153538  0.106317  0.154499  0.105357  0.164806  0.095050  0.166369  
1162  0.153538  0.018186  0.154499  0.017225  0.154924  0.016800  0.156487  
1163  0.153538  0.013567  0.154499  0.012607  0.154924  0.012182  0.156487  
1164  0.153538  0.003739  0.154499  0.002778  0.154924  0.002353  0.156487  
1165  0.149265 -0.009438  0.150226 -0.010398  0.150651 -0.010823  0.152214  
1166  0.149265 -0.005906  0.150226 -0.006867  0.150651 -0.007292  0.152214  
1167  0.149265 -0.005009  0.150226 -0.005970  0.150651 -0.006395  0.152214  
1168  0.150869  0.069447  0.151829  0.068487  0.157958  0.062358  0.159521  
1169  0.150869  0.073753  0.151829  0.072792  0.157958  0.066664  0.159521  
1170  0.150869  0.106544  0.151829  0.105583  0.157958  0.099455  0.159521  
1171  0.150869  0.055600  0.151829  0.054639  0.157958  0.048510  0.159521  
1172  0.150869  0.057671  0.151829  0.056710  0.157958  0.050582  0.159521  
1173  0.150869  0.076530  0.151829  0.075569  0.157958  0.069441  0.159521  
1174  0.150869  0.136409  0.151829  0.135448  0.157958  0.129320  0.159521  
1175  0.143642 -0.121585  0.144603 -0.122545  0.144785 -0.122727  0.140694  
1176  0.143642 -0.120873  0.144603 -0.121834  0.144785 -0.122016  0.140694  
1177  0.143642 -0.120570  0.144603 -0.121530  0.144785 -0.121712  0.140694  
1178  0.143642 -0.126177  0.144603 -0.127137  0.144785 -0.127319  0.140694  
1179  0.143642 -0.126363  0.144603 -0.127324  0.144785 -0.127505  0.140694  
1180  0.143642 -0.126099  0.144603 -0.127060  0.144785 -0.127241  0.140694  
1181  0.143642 -0.111131  0.144603 -0.112092  0.144785 -0.112274  0.144496  
1182  0.143642 -0.107452  0.144603 -0.108413  0.144785 -0.108595  0.144496  
1183  0.143642  0.088658  0.144603  0.087698  0.144785  0.087516  0.144496  
1184  0.143642  0.084214  0.144603  0.083253  0.144785  0.083071  0.144496  
1185  0.143642  0.092779  0.144603  0.091818  0.144785  0.091636  0.144496  
1186  0.143642  0.085170  0.144603  0.084210  0.144785  0.084028  0.144496  
1187  0.143642  0.076710  0.144603  0.075749  0.144785  0.075568  0.144496  
1188  0.143642  0.076813  0.144603  0.075852  0.144785  0.075671  0.144496  
1189  0.143642  0.060086  0.144603  0.059125  0.144785  0.058943  0.140694  
1190  0.143642  0.026021  0.144603  0.025061  0.144785  0.024879  0.140694  
1191  0.100727 -0.075626  0.093000 -0.067899  0.093182 -0.068081  0.090506  
1192  0.100727 -0.075599  0.093000 -0.067873  0.093182 -0.068054  0.090506  
1193  0.100727 -0.075229  0.093000 -0.067503  0.093182 -0.067684  0.090506  
1194  0.100727 -0.078800  0.093000 -0.071073  0.093182 -0.071255  0.090506  
1195  0.100727 -0.079858  0.093000 -0.072132  0.093182 -0.072314  0.090506  
1196  0.100727 -0.080384  0.093000 -0.072657  0.093182 -0.072839  0.090506  
1197  0.100727 -0.082287  0.093000 -0.074560  0.093182 -0.074742  0.090506  
1198  0.100727 -0.083342  0.093000 -0.075615  0.093182 -0.075797  0.090506  
1199  0.100727 -0.081353  0.093000 -0.073627  0.093182 -0.073809  0.090506  
1200  0.226382  0.185759  0.239646  0.172495  0.239828  0.172314  0.260357  
1201  0.226382  0.205009  0.239646  0.191745  0.239828  0.191563  0.260357  
1202  0.226382  0.225476  0.239646  0.212212  0.239828  0.212031  0.260357  
1203  0.226382  0.193980  0.239646  0.180716  0.239828  0.180534  0.260357  
1204  0.226382  0.190727  0.239646  0.177464  0.239828  0.177282  0.260357  
1205  0.226382  0.214043  0.239646  0.200780  0.239828  0.200598  0.260357  
1206  0.195384  0.091539  0.208648  0.078275  0.208829  0.078093  0.214198  
1207  0.195384  0.094415  0.208648  0.081151  0.208829  0.080969  0.214198  
1208  0.195384  0.030967  0.208648  0.017704  0.208829  0.017522  0.214198  
1209  0.195384 -0.001402  0.208648 -0.014666  0.208829 -0.014847  0.214198  
1210  0.195384  0.007617  0.208648 -0.005647  0.208829 -0.005828  0.214198  
1211  0.195384 -0.030544  0.208648 -0.043808  0.208829 -0.043989  0.214198  
1212  0.195384 -0.025258  0.208648 -0.038522  0.208829 -0.038703  0.214198  
1213  0.154408  0.056144  0.156923  0.053629  0.157105  0.053448  0.154430  
1214  0.154408  0.073647  0.156923  0.071132  0.157105  0.070950  0.154430  
1215  0.154408  0.057309  0.156923  0.054794  0.157105  0.054612  0.154430  
1216  0.154408  0.047130  0.156923  0.044615  0.157105  0.044433  0.154430  
1217  0.154408  0.056602  0.156923  0.054087  0.157105  0.053906  0.154430  
1218  0.154408  0.050428  0.156923  0.047913  0.157105  0.047731  0.154430  
1219  0.154408  0.051455  0.156923  0.048940  0.157105  0.048758  0.154430  
1220  0.122263 -0.066969  0.123224 -0.067930  0.115586 -0.060292  0.117149  
1221  0.122263 -0.064592  0.123224 -0.065553  0.115586 -0.057915  0.117149  
1222  0.122263 -0.082437  0.123224 -0.083398  0.113767 -0.073941  0.115330  
1223  0.122263 -0.082396  0.123224 -0.083357  0.113767 -0.073900  0.115330  
1224  0.122263 -0.082955  0.123224 -0.083916  0.113767 -0.074459  0.115330  
1225  0.122263 -0.091133  0.123224 -0.092094  0.113767 -0.082637  0.115330  
1226  0.122263 -0.091993  0.123224 -0.092953  0.113767 -0.083496  0.115330  
1227  0.122263 -0.091006  0.123224 -0.091967  0.113767 -0.082510  0.115330  
1228  0.153538  0.134815  0.154499  0.133854  0.158290  0.130063  0.159853  
1229  0.153538  0.164238  0.154499  0.163277  0.158290  0.159486  0.159853  
1230  0.153538  0.132578  0.154499  0.131618  0.158290  0.127826  0.159853  
1231  0.149265  0.140827  0.150226  0.139867  0.154017  0.136075  0.155580  
1232  0.149265  0.147413  0.150226  0.146452  0.154017  0.142661  0.155580  
1233  0.153538  0.127332  0.154499  0.126372  0.164806  0.116065  0.166369  
1234  0.153538  0.133690  0.154499  0.132729  0.164806  0.122422  0.166369  
1235  0.153538  0.032334  0.154499  0.031374  0.154924  0.030949  0.156487  
1236  0.153538  0.032363  0.154499  0.031402  0.154924  0.030977  0.156487  
1237  0.153538  0.030956  0.154499  0.029995  0.154924  0.029570  0.156487  
1238  0.149265  0.009194  0.150226  0.008234  0.150651  0.007809  0.152214  
1239  0.149265  0.009706  0.150226  0.008745  0.150651  0.008320  0.152214  
1240  0.149265  0.009815  0.150226  0.008854  0.150651  0.008429  0.152214  
1241  0.150869  0.040695  0.151829  0.039735  0.157958  0.033606  0.159521  
1242  0.150869  0.037738  0.151829  0.036777  0.157958  0.030648  0.159521  
1243  0.150869  0.066220  0.151829  0.065259  0.157958  0.059131  0.159521  
1244  0.150869  0.078343  0.151829  0.077382  0.157958  0.071254  0.159521  
1245  0.150869  0.082242  0.151829  0.081282  0.157958  0.075153  0.159521  
1246  0.143642 -0.114366  0.144603 -0.115326  0.144785 -0.115508  0.140694  
1247  0.143642 -0.113757  0.144603 -0.114718  0.144785 -0.114899  0.140694  
1248  0.143642 -0.112148  0.144603 -0.113109  0.144785 -0.113291  0.140694  
1249  0.143642 -0.122895  0.144603 -0.123856  0.144785 -0.124037  0.140694  
1250  0.143642 -0.121980  0.144603 -0.122940  0.144785 -0.123122  0.140694  
1251  0.143642 -0.122109  0.144603 -0.123069  0.144785 -0.123251  0.140694  
1252  0.143642 -0.112187  0.144603 -0.113148  0.144785 -0.113330  0.144496  
1253  0.143642 -0.103063  0.144603 -0.104024  0.144785 -0.104206  0.144496  
1254  0.143642  0.133623  0.144603  0.132662  0.144785  0.132480  0.144496  
1255  0.143642  0.117080  0.144603  0.116120  0.144785  0.115938  0.144496  
1256  0.143642  0.100571  0.144603  0.099610  0.144785  0.099428  0.144496  
1257  0.143642  0.084590  0.144603  0.083629  0.144785  0.083448  0.144496  
1258  0.143642  0.043794  0.144603  0.042833  0.144785  0.042651  0.140694  
1259  0.143642  0.044372  0.144603  0.043411  0.144785  0.043229  0.140694  
1260  0.143642 -0.009190  0.144603 -0.010151  0.144785 -0.010333  0.140694  
1261  0.143642 -0.009125  0.144603 -0.010086  0.144785 -0.010268  0.140694  
1262  0.143642 -0.000885  0.144603 -0.001846  0.144785 -0.002028  0.140694  
1263  0.100727 -0.069433  0.093000 -0.061707  0.093182 -0.061889  0.090506  
1264  0.100727 -0.070712  0.093000 -0.062985  0.093182 -0.063167  0.090506  
1265  0.100727 -0.071104  0.093000 -0.063377  0.093182 -0.063559  0.090506  
1266  0.100727 -0.073306  0.093000 -0.065579  0.093182 -0.065761  0.090506  
